,id,start,end,record,prog,duration,18?,US?,sex,age,trip_int,trip_dom,trip_risk,know_1,know_2,know_3,know_4,know_5,know_6,know_7,know_8,know_9,know_10,know_11,know_12,know_13,2_group_know_weighted_sum,3_group_know_weighted_sum,knowinf_1,knowinf_2,knowinf_3,knowinf_4,knowinf_5,knowinf_6,knowinf_7,knowinf_8,knowinf_9,knowinf_10,2_group_knowinf_weighted_sum,3_group_knowinf_weighted_sum,search,source_part,source_fam,source_fre,source_reli,source_doct,source_tv,source_radi,source_news,source_gov,source_soc,source_web,mainst_?,source_most,info_accu,info_upto,behav_1,behav_2,behav_3,behav_4,behav_5,behav_6,behav_7,behav_8,behav_9,behav_10,behav_11,behav_12,2_group_behav_weighted_sum,3_group_behav_weighted_sum,behav7_1,behav7_2,behav7_3,behav7_4,2_group_behav7_weighted_sum,3_group_behav7_weighted_sum,smoke,drink,sleep,trav_sev,trav_cruise,trav_plan_int,trav_plan_dom,percv_risk,3mon_cases,percv_sev,belief_1,belief_2,belief_3,belief_4,belief_5,belief_6,belief_7,belief_8,belief_9,belief_10,belief_11,belief_12,fedgov_resp,statgov_resp,threat_secur,threat_econ,threat_pers,attid_pol_1,attid_pol_2,attid_pol_3,attid_pol_4,attid_pol_5,attid_pol_6,attid_pol_7,optimism,vote_?,vote_1,vote_2,vote_3,vote_4,anx_1,anx_2,anx_3,anx_4,impact_1,impact_2,impact_3,impact_4,impact_5,impact_6,race,state,urban,work,healthcare,child,educ,polit
2393,ID4292,3/28/2020 21:47,3/28/2020 21:59,3/28/2020 21:59,100,739,1,1,1,3,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,1,1,0,1,1,1,1,1,1,1,8,8,4,1,0,1,1,0,1,1,1,1,0,1,1,5,1,1,0,0,1,1,1,0,1,1,1,1,1,0,5.5,5,1,1,1,1,3,3.3,0,0,4,3,3,3,2,4,5,4,2,2,1,0,2,0,3,3,0,3,2,0,0,5,2,2,2,3,2,3,3,3,3,2,2,1,1,1,0,1,2,0,0,2,1,5,0,0,2,2,6,48,2,1,0,0,4,0
2394,ID4304,3/28/2020 22:33,3/28/2020 22:43,3/28/2020 22:43,100,618,1,1,1,4,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,10.5,10.7,1,1,1,1,1,1,1,1,1,1,9,9,3,1,0,1,0,1,1,1,1,1,1,1,1,4,1,1,0,1,0,1,1,0,0,1,1,1,0,0,5,4.7,0,1,1,1,2.5,2.7,0,2,3,3,3,3,1,7,4,3,3,3,3,0,2,0,3,2,0,3,2,1,3,4,3,3,2,3,3,3,3,3,2,1,2,1,1,1,0,1,0,0,0,0,1,1,2,0,2,0,6,14,2,6,0,0,4,0
2395,ID4309,3/28/2020 22:42,3/28/2020 22:54,3/28/2020 22:54,100,731,1,1,1,2,0,0,4,1,0,0,1,1,1,0,1,0,1,0,1,0,6.5,6.7,1,1,1,1,1,1,0,1,1,1,8,8,4,0,1,1,0,1,1,1,0,1,1,1,1,8,1,1,0,0,0,1,1,0,0,0,1,1,1,1,4.5,4,1,1,1,0,2,2.3,0,0,5,3,3,3,3,7,1,7,3,3,1,1,1,1,2,1,1,2,1,1,4,4,2,2,2,2,1,2,3,3,3,3,0,1,1,1,1,1,5,2,5,5,2,2,2,2,1,0,6,30,2,1,0,0,2,2
2396,ID4310,3/28/2020 22:39,3/28/2020 22:55,3/28/2020 22:55,100,986,1,1,0,4,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,1,1,0,1,1,1,1,1,1,1,8,8,4,1,1,1,0,1,1,0,1,1,1,0,1,4,1,1,0,0,0,1,1,0,0,1,1,1,0,0,4,3.7,1,1,1,1,3,3.3,3,0,4,3,3,3,3,8,4,9,3,3,2,1,2,1,3,2,0,3,1,0,0,3,1,3,2,1,2,3,3,3,3,3,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,6,22,2,5,0,0,1,0
2397,ID4313,3/28/2020 23:38,3/28/2020 23:52,3/28/2020 23:52,100,822,1,1,1,4,0,0,2,1,1,1,1,1,1,0,1,1,1,1,1,1,10.5,10.7,1,1,1,1,1,1,1,1,1,1,9,9,3,0,0,0,0,0,1,0,1,1,1,0,1,8,1,1,0,1,1,1,1,0,0,1,1,1,0,0,5.5,5.3,1,1,0,1,2.5,2.7,0,0,3,3,3,3,3,7,4,9,3,3,2,1,2,1,3,2,0,2,1,1,1,4,2,1,1,3,3,3,3,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,27,1,5,0,0,2,0
2398,ID4319,3/29/2020 0:18,3/29/2020 0:25,3/29/2020 0:25,100,454,1,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,1,1,0,1,1,1,1,1,1,1,8,8,4,1,1,0,0,1,1,1,1,1,0,0,1,4,1,1,0,0,1,1,0,0,0,1,1,1,0,0,4,4,1,1,1,1,3,3.3,0,3,4,0,1,0,0,4,3,5,3,3,3,0,2,0,3,2,0,3,1,0,2,0,3,3,2,0,2,3,1,2,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,6,42,2,1,0,1,3,0
2399,ID4320,3/29/2020 0:16,3/29/2020 0:25,3/29/2020 0:25,100,546,1,1,1,2,0,2,4,1,1,1,1,1,0,1,1,1,1,1,1,1,10,10,1,1,0,1,1,1,1,1,1,1,8,8,2,0,0,1,0,1,1,0,0,1,0,0,1,4,1,1,0,0,0,1,1,0,0,1,1,1,0,0,4,3.7,1,1,1,1,3,3.3,0,0,4,3,3,3,3,10,6,5,3,3,0,0,2,1,2,2,0,3,1,1,0,4,3,3,3,3,3,3,0,3,0,0,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,6,5,3,1,1,0,3,0
2400,ID4321,3/29/2020 0:19,3/29/2020 0:26,3/29/2020 0:26,100,451,1,1,1,3,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,1,1,0,1,1,1,1,1,1,1,8,8,3,0,0,0,0,0,1,0,1,1,0,1,1,8,1,1,0,0,1,1,1,0,0,1,1,1,0,0,4.5,4.3,0,1,1,1,2.5,2.7,0,3,3,3,3,3,3,5,4,5,3,3,3,1,2,0,3,2,0,0,1,1,3,5,2,3,2,3,1,3,3,2,3,2,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,0,6,38,2,1,0,0,4,0
2401,ID4322,3/29/2020 0:16,3/29/2020 0:27,3/29/2020 0:27,100,658,1,1,1,4,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,1,1,0,1,1,1,1,1,1,1,8,8,4,1,0,1,0,1,1,0,1,1,1,1,1,4,0,0,0,0,1,1,1,0,0,1,1,1,1,0,5,4.7,1,1,1,1,3,3.3,0,4,4,3,3,3,2,6,6,8,3,3,2,2,2,0,3,2,0,3,1,1,1,1,3,3,3,3,3,3,1,2,1,1,3,1,1,1,1,1,2,1,1,1,1,5,5,1,1,1,6,18,2,5,0,0,4,0
2402,ID4324,3/29/2020 0:15,3/29/2020 0:28,3/29/2020 0:28,100,821,1,1,1,5,0,0,3,1,1,1,1,1,1,1,1,0,0,1,1,1,9.5,9.3,1,1,0,1,1,1,1,1,0,1,7.5,7.7,1,1,1,1,0,1,1,1,1,1,0,1,1,4,1,1,1,0,1,1,1,0,1,1,1,1,0,0,6,5.7,0,1,1,1,2.5,2.7,3,0,3,0,0,0,0,8,4,10,3,3,3,0,2,0,3,3,1,2,2,0,1,1,3,3,1,2,2,2,3,3,1,1,2,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0,6,3,3,5,0,0,2,0
2403,ID4326,3/29/2020 0:19,3/29/2020 0:30,3/29/2020 0:30,100,663,1,1,1,1,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,1,1,1,1,1,1,1,1,1,1,9,9,4,0,0,1,0,0,1,1,1,1,1,1,1,8,1,1,0,0,0,1,0,0,0,1,1,1,1,0,4,3.7,1,1,1,1,3,3.3,0,0,3,3,3,3,3,9,6,7,3,3,3,0,0,0,3,3,0,1,2,0,8,8,3,3,1,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,2,5,5,1,1,0,6,47,1,1,0,0,2,3
2404,ID4327,3/29/2020 0:19,3/29/2020 0:30,3/29/2020 0:30,100,673,1,1,1,3,0,1,2,1,1,1,0,1,1,0,1,1,0,1,1,0,7.5,7.7,1,0,1,1,1,1,1,1,1,1,8,8,2,1,1,1,0,0,1,1,0,1,1,1,1,8,1,1,1,0,0,1,1,0,0,1,1,1,0,0,5,4.7,1,1,0,1,2.5,2.7,0,3,3,3,3,3,2,3,5,5,3,3,2,0,0,2,1,1,2,1,1,0,7,6,2,3,2,2,0,3,3,3,3,2,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,6,37,1,1,0,0,2,3
2405,ID4329,3/29/2020 0:19,3/29/2020 0:33,3/29/2020 0:33,100,844,1,1,1,2,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,1,1,0,1,1,1,1,1,1,1,8,8,4,1,1,1,0,1,1,1,1,1,1,1,1,4,0,1,0,0,1,1,1,0,1,1,1,1,0,0,5,4.7,0,1,1,1,2.5,2.7,0,2,4,3,3,3,3,7,4,5,3,3,3,0,2,1,3,2,2,2,1,0,8,7,3,3,3,3,1,3,2,2,2,3,2,1,1,1,0,1,1,1,0,1,2,2,2,1,1,0,6,43,3,1,0,1,3,2
2406,ID4342,3/29/2020 3:38,3/29/2020 3:50,3/29/2020 3:50,100,711,1,1,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,1,1,0,1,1,1,1,1,1,1,8,8,3,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,3.5,3.3,0,1,0,1,2,2,3,3,3,3,2,3,3,6,4,5,2,2,0,1,1,2,3,2,2,2,1,1,2,2,2,3,3,3,2,3,3,3,3,3,1,1,1,1,1,1,0,0,2,5,5,1,1,1,1,1,6,32,2,3,0,1,3,1
2407,ID4350,3/29/2020 4:39,3/29/2020 4:49,3/29/2020 4:49,100,654,1,1,1,3,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,1,1,1,1,1,1,1,1,1,1,9,9,4,1,1,1,0,0,1,0,1,1,1,1,1,7,1,1,0,0,1,1,1,0,0,0,1,1,0,0,4,4,1,1,0,1,2.5,2.7,0,3,4,3,3,3,3,9,6,3,3,3,3,1,2,0,1,2,2,1,2,1,2,2,3,3,3,1,2,3,2,3,1,1,0,1,1,1,1,1,2,2,5,5,5,5,5,2,2,5,3,31,2,1,0,1,4,2
2408,ID4352,3/29/2020 4:43,3/29/2020 4:57,3/29/2020 4:57,100,861,1,1,1,2,0,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,1,1,1,1,1,1,1,1,1,1,9,9,4,1,0,0,0,1,0,0,1,1,1,1,1,8,0,0,0,1,0,1,1,0,0,1,1,1,0,0,5,4.7,1,0,1,1,2,2.3,0,1,4,0,3,2,1,10,6,8,1,2,1,1,2,1,3,2,1,2,2,0,4,5,3,3,3,3,2,3,2,2,3,2,1,1,1,1,1,1,5,5,1,2,5,5,5,5,5,5,6,5,3,3,0,0,2,0
2409,ID4354,3/29/2020 4:56,3/29/2020 5:07,3/29/2020 5:07,100,709,1,1,1,3,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,1,1,1,1,1,1,1,1,1,1,9,9,4,0,1,1,0,0,1,0,0,1,1,1,1,8,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2.5,2.3,0,0,0,1,1,1,3,0,4,3,3,3,1,1,4,1,2,2,0,0,0,1,0,3,3,2,2,0,9,5,3,3,3,2,2,2,3,3,2,2,3,1,1,1,1,1,5,5,5,5,1,1,1,1,0,1,6,13,2,6,0,0,1,3
2410,ID4363,3/28/2020 20:30,3/29/2020 6:44,3/29/2020 6:44,100,36841,1,1,0,5,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,1,1,0,1,1,1,1,1,1,1,8,8,4,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,1,1,0,0,1,1,1,1,0,4.5,4,1,1,0,1,2.5,2.7,0,3,3,3,3,3,2,7,5,8,3,3,3,2,3,1,3,3,1,2,2,1,1,1,2,3,2,2,3,3,3,3,3,2,2,1,1,1,1,1,2,1,0,2,1,5,2,0,0,1,6,9,2,5,0,0,3,2
2411,ID4365,3/29/2020 6:39,3/29/2020 6:48,3/29/2020 6:48,100,556,1,1,1,4,1,0,2,1,1,1,1,1,1,0,1,1,1,1,1,0,9.5,9.7,1,1,0,1,1,1,1,1,1,1,8,8,2,0,0,0,0,1,1,0,1,1,1,0,1,4,1,1,0,0,1,1,1,0,1,1,1,1,0,0,5,4.7,0,1,1,1,2.5,2.7,0,3,5,3,3,3,3,8,4,9,3,3,3,0,2,0,3,2,0,2,1,0,3,9,1,2,1,3,3,3,2,3,2,1,1,1,1,1,0,1,2,2,2,1,2,0,1,1,1,1,6,21,2,1,0,0,4,0
2412,ID4369,3/29/2020 6:51,3/29/2020 7:03,3/29/2020 7:03,100,736,1,1,1,4,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,1,1,0,1,1,1,1,1,1,1,8,8,0,0,0,0,0,0,1,0,1,0,0,0,1,8,1,1,0,0,0,1,1,0,0,1,1,1,0,0,4,3.7,0,1,1,1,2.5,2.7,0,0,3,3,3,3,1,3,4,5,2,2,2,0,0,1,2,3,2,1,2,0,8,8,2,3,1,1,1,3,3,2,3,2,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,6,40,3,5,0,0,4,1
2413,ID4370,3/29/2020 6:56,3/29/2020 7:06,3/29/2020 7:06,100,603,1,1,1,5,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,10.5,10.7,1,1,0,1,1,1,1,1,1,1,8,8,2,1,1,0,0,1,1,0,1,1,1,0,1,4,1,0,0,0,1,1,1,0,0,1,1,1,0,0,4.5,4.3,0,0,0,1,1,1,0,0,3,3,3,3,2,3,4,3,3,3,3,0,0,2,1,2,2,1,1,0,8,7,3,3,1,2,1,2,3,3,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,1,5,0,0,4,1
2414,ID4372,3/29/2020 6:56,3/29/2020 7:12,3/29/2020 7:12,100,958,1,1,1,4,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,1,1,1,1,1,1,1,1,1,1,9,9,4,0,0,0,0,1,1,0,0,1,1,1,1,7,1,1,1,0,1,1,0,0,0,1,1,1,0,0,5,5,1,1,1,0,2,2.3,0,3,3,3,3,3,3,10,6,8,3,3,2,1,1,0,3,2,0,3,2,1,3,5,2,3,2,2,2,3,3,2,2,1,1,1,1,1,0,1,0,1,0,0,5,5,5,0,0,0,6,6,1,5,0,1,1,0
2415,ID4376,3/29/2020 7:14,3/29/2020 7:25,3/29/2020 7:25,100,660,1,1,1,4,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,1,1,0,1,1,1,1,1,1,1,8,8,4,0,1,1,0,0,1,0,1,1,1,1,1,5,1,1,0,0,1,1,1,0,0,1,1,1,0,0,4.5,4.3,1,1,1,1,3,3.3,0,1,3,3,3,3,2,3,5,3,3,3,3,0,2,0,3,3,0,2,2,0,0,8,3,3,3,3,3,3,3,3,3,3,1,1,1,1,0,1,2,2,1,1,1,1,1,2,2,0,6,17,3,1,0,0,3,0
2416,ID4380,3/29/2020 7:15,3/29/2020 7:28,3/29/2020 7:28,100,749,1,1,1,3,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,1,0,0,1,1,1,1,1,1,1,7,7,4,0,0,1,0,1,1,1,0,1,0,1,1,4,0,0,1,0,0,1,1,0,0,1,1,1,0,0,5,4.7,0,1,1,1,2.5,2.7,0,1,3,3,3,3,3,4,5,5,3,3,1,1,2,1,2,1,3,2,2,0,6,3,3,3,3,3,0,2,3,3,3,3,1,1,1,1,0,0,2,0,0,0,0,5,5,0,0,0,6,31,2,1,0,0,4,1
2417,ID4381,3/29/2020 7:18,3/29/2020 7:29,3/29/2020 7:29,100,642,1,1,1,3,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,1,1,0,1,1,1,1,1,1,1,8,8,4,1,0,0,0,1,1,0,0,1,1,1,1,4,1,1,0,0,1,1,0,0,0,0,1,1,0,0,3.5,3.7,1,0,0,1,1.5,1.7,0,0,4,2,3,2,2,6,5,5,3,2,2,1,2,1,2,2,1,3,2,1,3,5,2,3,3,2,2,3,3,3,2,2,2,1,1,1,1,1,1,1,2,2,1,1,0,0,1,1,6,14,1,1,0,0,3,3
2418,ID4386,3/29/2020 7:39,3/29/2020 7:47,3/29/2020 7:47,100,481,1,1,1,4,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,1,1,1,1,1,1,1,1,1,1,9,9,4,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,0,0,1,1,1,0,0,1,1,1,0,0,4.5,4.3,1,1,1,1,3,3.3,0,0,3,3,3,3,2,5,4,6,3,2,2,0,0,0,2,2,2,2,2,0,6,6,3,3,3,3,2,2,2,2,2,1,3,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,6,49,2,1,0,0,2,1
2419,ID4388,3/29/2020 7:37,3/29/2020 7:48,3/29/2020 7:48,100,639,1,1,1,3,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,1,1,0,1,1,1,1,1,1,1,8,8,4,0,0,1,0,1,1,1,1,1,1,1,1,4,1,0,0,0,1,1,0,0,0,0,1,1,1,0,4,4,0,1,1,0,1.5,1.7,0,4,3,3,3,3,1,5,4,3,3,3,1,3,2,0,2,2,1,2,1,2,2,4,3,3,3,3,1,3,3,3,2,2,2,1,0,0,0,1,5,5,5,5,2,5,5,5,1,2,4,22,2,8,0,0,4,3
2420,ID4391,3/29/2020 7:39,3/29/2020 7:53,3/29/2020 7:53,100,853,1,1,1,4,0,0,4,1,1,1,0,1,0,0,1,1,0,1,1,1,7.5,7.7,1,1,1,0,1,1,1,1,1,1,8,8,4,0,0,0,0,1,1,1,0,1,1,1,1,4,0,0,0,1,0,1,1,0,1,1,1,1,1,0,6,5.3,1,1,1,1,3,3.3,0,0,5,3,3,3,3,10,4,5,3,3,0,3,3,3,3,3,0,3,1,1,1,1,3,3,3,3,0,3,3,3,3,3,1,1,1,1,1,0,5,5,5,5,5,5,5,5,5,5,6,32,2,5,0,0,1,1
2421,ID4392,3/29/2020 7:30,3/29/2020 7:56,3/29/2020 7:56,100,1558,1,1,0,3,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,1,1,0,1,1,1,1,1,1,1,8,8,3,1,0,0,0,1,1,1,1,1,0,1,1,4,1,1,0,0,0,1,1,0,0,1,1,1,0,1,4.5,4,1,1,1,1,3,3.3,0,1,3,3,3,3,3,5,6,7,3,3,0,0,2,0,3,3,0,3,1,1,0,3,3,3,3,0,2,3,2,1,1,1,1,1,1,1,1,1,1,2,1,0,1,5,1,0,0,1,6,49,1,6,0,1,3,0
2422,ID4394,3/29/2020 7:43,3/29/2020 7:56,3/29/2020 7:56,100,755,1,1,1,4,0,2,2,1,1,1,1,1,1,0,1,0,0,1,1,1,9,9,1,1,0,1,1,1,1,1,1,1,8,8,4,1,0,1,0,1,1,1,0,1,1,1,1,8,1,1,0,1,1,1,1,0,0,1,1,1,0,0,5.5,5.3,1,1,1,1,3,3.3,0,0,4,3,3,3,1,6,4,7,3,3,1,1,2,1,3,2,0,3,1,1,1,7,2,2,3,2,2,3,2,2,2,2,2,1,1,1,0,1,1,1,1,0,1,1,0,1,2,0,6,5,3,6,0,0,2,0
2423,ID4399,3/29/2020 7:46,3/29/2020 8:11,3/29/2020 8:11,100,1534,1,1,0,2,1,0,2,1,1,1,1,1,1,0,1,1,1,1,1,1,10.5,10.7,1,1,1,1,1,1,0,1,1,1,8,8,4,0,1,0,0,0,1,0,1,1,0,1,1,8,1,0,0,1,1,1,1,0,1,1,1,1,1,0,6.5,6,1,1,1,1,3,3.3,0,3,4,3,3,3,2,8,6,10,3,3,1,0,0,1,3,2,0,2,1,0,2,6,3,2,3,2,1,3,3,2,1,1,2,1,1,1,0,1,1,1,0,0,2,5,5,2,1,0,6,38,2,6,0,1,3,0
2424,ID4400,3/29/2020 8:03,3/29/2020 8:13,3/29/2020 8:13,100,578,1,1,0,3,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,9,9,1,1,0,1,1,1,1,1,1,1,8,8,4,0,1,1,0,1,1,1,1,1,1,0,1,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.5,1.3,0,1,0,1,2,2,0,0,5,3,3,3,1,0,4,2,3,2,0,3,3,1,0,3,3,0,1,0,5,7,1,3,3,1,0,3,3,3,3,3,3,1,0,0,1,1,1,0,0,5,0,2,0,0,1,1,6,23,2,1,1,0,2,2
2425,ID4402,3/29/2020 8:13,3/29/2020 8:22,3/29/2020 8:22,100,570,1,1,1,4,0,0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,1,1,0,1,1,1,1,1,1,1,8,8,4,1,0,0,0,0,1,1,1,1,1,1,1,4,1,0,0,0,0,1,1,0,1,1,1,0,0,0,3.5,3,1,1,1,1,3,3.3,0,1,4,3,3,3,3,5,4,5,3,3,3,0,2,1,2,2,0,2,2,0,4,7,1,3,2,3,2,3,3,3,3,1,3,1,1,1,1,1,5,0,0,1,1,5,5,0,2,5,6,32,1,6,0,0,3,3
2426,ID4404,3/29/2020 8:15,3/29/2020 8:25,3/29/2020 8:25,100,599,1,1,1,3,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,1,0,1,1,1,1,1,1,1,1,8,8,4,1,0,1,0,0,1,0,1,1,1,1,1,8,1,1,0,0,1,1,1,0,1,1,1,1,1,0,5.5,5,1,1,1,1,3,3.3,3,3,3,3,3,3,3,6,4,9,3,3,2,0,2,1,3,3,0,3,2,0,3,6,2,3,3,3,2,3,3,3,3,2,2,1,1,1,1,1,2,1,2,1,2,1,1,0,0,1,6,38,1,1,0,0,2,0
2427,ID4405,3/29/2020 8:16,3/29/2020 8:25,3/29/2020 8:25,100,589,1,1,1,3,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,1,1,0,0,1,1,1,1,1,1,7,7,4,1,1,0,0,1,1,1,1,1,1,1,1,4,0,1,0,0,1,1,1,0,0,0,0,1,0,0,3,3,1,1,1,1,3,3.3,0,3,4,3,3,3,3,1,5,2,1,1,1,1,2,1,1,0,3,1,3,1,7,6,0,3,2,2,2,2,2,1,2,1,3,1,1,1,0,0,1,0,0,0,2,1,1,0,5,1,6,17,1,1,0,1,4,1
2428,ID4407,3/29/2020 8:18,3/29/2020 8:29,3/29/2020 8:29,100,679,1,1,0,3,0,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,10,10,1,1,0,1,1,1,1,1,1,1,8,8,4,1,0,1,0,1,1,1,1,1,1,1,1,8,0,0,0,0,1,1,0,0,0,1,1,1,0,0,4,4,0,1,0,1,2,2,5,1,3,2,3,2,2,6,4,6,3,3,2,0,0,1,3,2,0,3,2,0,2,5,2,3,3,3,1,3,2,2,1,1,2,1,1,1,1,1,5,5,5,2,5,5,5,2,0,1,6,23,3,6,0,1,3,2
2429,ID4410,3/29/2020 8:23,3/29/2020 8:35,3/29/2020 8:35,100,744,1,1,1,3,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,1,1,1,1,1,1,1,1,1,1,9,9,2,1,1,1,0,0,1,0,1,1,1,1,1,5,1,1,0,0,1,1,1,0,0,1,1,1,1,0,5,4.7,1,1,0,1,2.5,2.7,0,2,4,3,3,3,3,6,5,5,3,3,0,1,2,0,3,3,0,3,1,1,0,5,3,3,3,3,3,3,3,3,3,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,6,13,3,6,0,1,3,0
2430,ID4411,3/29/2020 8:24,3/29/2020 8:42,3/29/2020 8:42,100,1097,1,1,1,3,0,0,3,1,1,1,1,1,1,0,1,1,1,1,1,1,10.5,10.7,1,1,1,1,1,1,1,1,1,1,9,9,3,1,0,0,0,0,1,0,0,1,0,1,1,10,1,1,1,0,0,1,1,0,1,1,1,0,0,0,4.5,4,0,1,0,1,2,2,0,0,3,3,3,3,3,2,4,5,3,3,2,1,2,1,2,2,1,1,2,1,5,5,2,2,2,2,2,2,3,3,3,1,2,1,1,1,1,0,1,0,0,0,1,5,1,0,2,0,6,26,1,5,0,0,1,1
2431,ID4412,3/29/2020 8:34,3/29/2020 8:42,3/29/2020 8:42,100,500,1,1,1,3,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,10.5,10.7,1,1,0,1,1,1,1,1,1,1,8,8,4,0,0,1,0,1,1,0,1,1,0,1,1,4,1,0,0,0,1,1,0,0,0,1,1,1,0,0,4,4,0,1,0,1,2,2,0,4,4,2,3,3,1,6,4,5,2,2,2,1,1,0,2,1,1,2,2,0,2,4,1,3,2,1,1,2,2,2,1,1,2,1,1,1,0,1,5,1,1,1,1,1,1,0,1,1,6,13,3,1,0,0,4,0
2432,ID4413,3/29/2020 8:31,3/29/2020 8:44,3/29/2020 8:44,100,802,1,1,1,3,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,10,10,1,1,0,1,1,0,1,1,1,1,7,7,4,1,1,0,0,0,1,1,1,1,1,1,1,10,1,1,0,0,1,1,0,0,0,1,1,1,0,0,4,4,1,1,0,1,2.5,2.7,3,3,3,3,3,3,3,1,3,1,3,3,0,0,3,2,2,2,1,1,2,0,1,1,2,3,3,0,1,0,3,3,3,3,3,1,1,1,1,1,0,0,0,0,0,5,5,0,0,0,6,35,1,3,0,0,1,2
2433,ID4414,3/29/2020 8:40,3/29/2020 8:47,3/29/2020 8:47,100,474,1,1,1,2,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,1,1,0,1,1,1,1,1,1,1,8,8,4,1,1,1,0,0,1,1,1,1,1,1,1,8,0,1,0,0,1,1,1,0,1,1,1,1,1,0,5.5,5,1,1,1,1,3,3.3,1,0,4,3,3,3,2,7,5,7,3,3,0,1,2,1,2,2,1,3,2,1,2,7,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,5,1,1,1,1,2,1,1,1,2,6,35,3,4,0,1,2,2
2434,ID4417,3/29/2020 8:39,3/29/2020 8:52,3/29/2020 8:52,100,776,1,1,1,4,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,1,1,1,1,1,1,1,1,1,1,9,9,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,0,0,0,1,1,0,0,1,1,1,0,0,4,3.7,0,1,0,1,2,2,0,2,3,3,3,3,2,2,6,6,3,3,3,1,1,0,3,2,0,3,1,1,3,4,2,2,2,3,3,3,2,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,6,13,2,5,0,0,3,1
2435,ID4418,3/29/2020 8:47,3/29/2020 8:55,3/29/2020 8:55,100,503,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,1,1,0,1,1,1,1,1,1,1,8,8,4,0,0,0,0,0,1,1,0,1,1,0,1,5,1,1,0,0,1,0,1,0,0,1,1,1,0,0,3.5,3.3,0,0,0,1,1,1,0,0,3,3,3,3,2,4,3,2,2,3,1,0,3,2,1,2,2,1,3,0,9,5,3,3,3,3,3,2,3,3,3,3,3,1,1,1,0,0,1,0,1,0,2,2,5,0,5,0,6,18,1,1,0,0,4,1
